entity_id,created_by_user_id,user_id,name,username,email,web,description,description_alt,cuit,cuil,founded_date,employee_count,country,country_id,state,state_id,city,city_id,street,street_number,apartment,apartment_number,postal_code,phone,phone_alt,international_activity_code
2428,,1,TYT ES TELARES SA,TYT_ES_TELARES_SA,comercial@tytind.com.ar,www.tytind.com.ar,Fabricación de productos textiles n.c.p.,,30716118637,,2018-05-14,23,Argentina,1,Buenos Aires,3269,,,EMILIO FRERS,2128,S,,1640,0-0,0-0,139900
2429,,1,FORALIA SA,FORALIA_SA,estudioargenti@uolsinectis.com.ar,www.uolsinectis.com.ar,Fabricación de productos textiles n.c.p.,"Venta al por menor de artículos textiles n.c.p. excepto prendas de vestir (Incluye la venta al por menor de tapices, alfombras, etc.)",30627525873,,1986-02-11,26,Argentina,1,Ciudad Autónoma de Buenos Aires,3219,,,LUZURIAGA,550,,,1280,11-43022416,11-43013433,139900
2430,,1,PISOS GERARDO MIZAWAK SA,PISOS_GERARDO_MIZAWAK_SA,gerardoant@pisosmizawak.com.ar,www.pisosmizawak.com.ar,Fabricación de mosaicos,Servicios de almacenamiento y depósito n.c.p.,30587952463,,2005-05-19,23,Argentina,1,Entre Ríos,337,,,RUTA18 KM 13 0,0,,,3107,343-4241442,343-4211442,239510
2431,,1,CABOS CASTELLI SA,CABOS_CASTELLI_SA,compras@caboscastellisa.com.ar,www.caboscastellisa.com.ar,"Fabricación de productos de madera n.c.p. fabricación de artículos de paja y materiales trenzables (Incluye enmarcado de cuadros, carpintería cuando no explicita especialidad)",Fabricación de artículos de madera en tornerías,30710414641,,2007-11-16,19,Argentina,1,Santa Fe,2189,,,BV,9,,,2170,3464-420356,3464-426889,162909
2432,,1,TREVIPLAST SA,TREVIPLAST_SA,info@treviplast.com,www.treviplast.com,Fabricación de envases plásticos,,33521235379,,1986-11-14,29,Argentina,1,Buenos Aires,3269,,,HEREDIA,2375,,,1870,11-42651341,11-42651345,222010
2433,,1,NEW HIGH PACK SA,NEW_HIGH_PACK_SA,augustopadilla@nhpsa.com.ar,www.nhpsa.com.ar,Fabricación de envases plásticos,Venta al por mayor de mercancías n.c.p.,30708017759,,2002-06-24,31,Argentina,1,Buenos Aires,3269,,,AVDA JUAN DOMINGO PERON,4749,,,1621,11-47926002,11-47630775,222010
2434,,1,UNIFIBERS SA,UNIFIBERS_SA,info@texandes.com.ar,www.texandes.com.ar,"Fabricación de hilados textiles n.c.p., excepto de lana y de algodón",Fabricación de productos textiles n.c.p.,30654560664,,1992-07-21,28,Argentina,1,Ciudad Autónoma de Buenos Aires,3219,,,FERRE,2751,,,1437,0-0,0-0,131139
2435,,1,ALUMINIUM MANUFACTURERS EXPRESS SA,ALUMINIUM_MANUFACTURERS_EXPRESS_SA,contaduria@amex-sa.com.ar,www.amex-sa.com.ar,Elaboración de aluminio primario y semielaborados de aluminio,Fabricación de productos primarios de metales preciosos y metales no ferrosos n.c.p. y sus semielaborados,30707904018,,2001-10-17,39,Argentina,1,Buenos Aires,3269,,,MONSENOR MARCON EX PICHINCHA,5070,,,1766,11-46998692,11-46998855,242010
2436,,1,CORTIMUNDO SRL,CORTIMUNDO_SRL,Consulta@cortimundo.com.ar,www.cortimundo.com.ar,"Fabricación de artículos confeccionados de materiales textiles n.c.p., excepto prendas de vestir",,30659102745,,1993-02-12,5,Argentina,1,Ciudad Autónoma de Buenos Aires,3219,,,AZCUENAGA,466,,,1029,11-49522696,11-49542661,139209
2437,,1,MATRIPLASTICOS SA,MATRIPLASTICOS_SA,adm@matri.com.ar,www.matri.com.ar,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",,30653326382,,1991-12-18,27,Argentina,1,Buenos Aires,3269,,,OLIVEIRA CESAR,1929,,,1650,11-47532371,11-47136179,222090
2438,,1,EMBALFLEJ SA,EMBALFLEJ_SA,embalflej@arnet.com.ar,,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles","Venta al por mayor de máquinas, equipos e implementos de uso en la industria del plástico y del caucho (Incluye sopladora de envases, laminadora de plásticos, máquinas extrusoras y moldeadoras, etc.)",30599768064,,1983-08-10,25,Argentina,1,Buenos Aires,3269,,,FELIX BALLESTER,956,,,1702,11-46537445,11-46537333,222090
2439,,1,REBORNPLAST SRL,REBORNPLAST_SRL,arielrovea@plastinortsevermat.com.ar,www.plastinortsevermat.com.ar,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",,30679069272,,1994-04-28,28,Argentina,1,Buenos Aires,3269,,,FRANCISCO BORGES,4832,,,1605,11-47621810,0-0,222090
2440,,1,VAPREN SAIC,VAPREN_SAIC,info@vapren.com.ar,www.vapren.com.ar,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",,33503681299,,1966-07-13,26,Argentina,1,Buenos Aires,3269,,,AV PTE PERON,5538,,,1650,11-47556310,11-47529592,222090
2441,,1,LAINDELL SRL,LAINDELL_SRL,eduardo.bujan@gmail.com,,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",,30646946251,,1989-11-14,26,Argentina,1,Buenos Aires,3269,,,26 DE JULIO,4767,,,1653,11-46662638,0-0,222090
2442,,1,HEFU ARGENTINA SRL,HEFU_ARGENTINA_SRL,administracion@hefuargentina.com.ar,www.hefuargentina.com.ar,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles","Construcción, reforma y reparación de edificios residenciales (Incluye la construcción, reforma y reparación de viviendas unifamiliares y multifamiliares bungalows, cabañas, casas de campo, departamentos, albergues para ancianos, niños, estudiantes, etc.)",33709309469,,2005-07-29,27,Argentina,1,Santa Fe,2189,,,CULLEN,1765,,,2000,341-4584981,341-4562212,222090
2443,,1,PANELCAR INTERNACIONAL SL,PANELCAR_INTERNACIONAL_SL,administracion@panelcar.com.ar,www.panelcar.com.ar,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",,30699076763,,1999-01-20,27,Argentina,1,Buenos Aires,3269,,,LIBRES DEL SUR,2550,,,1836,11-42989727,11-42446910,222090
2444,,1,COMPLEMENTOS DEPORTIVOS SA,COMPLEMENTOS_DEPORTIVOS_SA,antomazzanti@complementosdeportivos.com,www.complementosdeportivos.com,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles","Fabricación de partes, piezas y accesorios para vehículos automotores y sus motores n.c.p.",30641859679,,1990-12-21,29,Argentina,1,Buenos Aires,3269,,,ALEM,1130,,,7150,11-47099415,11-47090980,222090
2445,,1,DOUGLAS SA,DOUGLAS_SA,douglas@dd.com.ar,www.dd.com.ar,Fabricación de calzado deportivo,,30642316776,,1991-02-25,16,Argentina,1,Buenos Aires,3269,,,POLICASTRO,2364,,,1846,11-42978824,0-0,152031
2446,,1,EME ESTABLECIMIENTO METALURGICO ENSENADA SRL,EME_ESTABLECIMIENTO_METALURGICO_ENSENADA_SRL,Cristina_eme@hotmail.com,,Fundición de hierro y acero,,30620597879,,1978-10-12,8,Argentina,1,Buenos Aires,3269,,,GUEMES E COLOMBIA Y,0,,,1925,0-0,0-0,243100
2447,,1,LIONEL S SRL,LIONEL_S_SRL,lionels@arnet.com.ar,,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",Venta al por mayor de mercancías n.c.p.,30585221852,,1980-09-23,28,Argentina,1,Ciudad Autónoma de Buenos Aires,3219,PALERMO,,SERRANO,1163,,,1414,11-47725967,11-47781333,222090
2448,,1,DISENO MEI SOCIEDAD DE RESPONSABILIDAD LIMITADA,DISENO_MEI_SOCIEDAD_DE_RESPONSABILIDAD_LIMITADA,pablomei@arnet.com.ar,,Fabricación de productos textiles n.c.p.,Venta al por mayor de productos textiles n.c.p.,30711621284,,2010-11-17,9,Argentina,1,Santa Fe,2189,,,MAIPU,2018,,,2000,341-4854499,0-0,139900
2449,,1,METALURGICA RICCHIO SRL,METALURGICA_RICCHIO_SRL,metricchio@metr.arnetbiz.com.ar,www.metr.arnetbiz.com.ar,Fabricación de productos metálicos de tornería y/o matricería,"Reparación y mantenimiento de productos de metal, excepto maquinaria y equipo",30710385633,,2007-11-01,3,Argentina,1,Cordoba,838,ALTA CORDOBA,,JUAN A SARACHAGA,1191,,,5001,351-4717873,351-4712094,259993
2450,,1,KAELE SRL,KAELE_SRL,kaele@escape.com.ar,www.escape.com.ar,"Forjado, prensado, estampado y laminado de metales pulvimetalurgia",,30707899936,,2002-01-11,23,Argentina,1,Buenos Aires,3269,,,SILVA,800,,,1836,11-42144141,11-42939569,259100
2451,,1,BLASTING SA,BLASTING_SA,administracion@blastingsa.com.ar,www.blastingsa.com.ar,Fabricación de maquinaria y equipo de uso especial n.c.p.,"Venta al por mayor de máquinas, equipo y materiales conexos n.c.p.",30517011297,,1968-07-01,25,Argentina,1,Buenos Aires,3269,,,INT A AVALOS,3176,,,1605,11-47620063,11-47560217,282909
2452,,1,ALBERTO G MORO SRL,ALBERTO_G_MORO_SRL,administracion@albertogmoro.com.ar,www.albertogmoro.com.ar,Fabricación de maquinaria y equipo de uso especial n.c.p.,"Industrias manufactureras n.c.p. (Incluye fabricación de paraguas, termos, pelucas, etc.)",30673835976,,1993-06-03,26,Argentina,1,Santa Fe,2189,,,DIEZ,1452,,,2505,3471-470727,3471-471573,282909
2453,,1,ROBERTO O RODOFELI Y CIA SRL,ROBERTO_O_RODOFELI_Y_CIA_SRL,administracion@rodofeli.com.ar,www.rodofeli.com.ar,Fabricación de maquinaria y equipo de uso especial n.c.p.,,30547529959,,1972-05-05,26,Argentina,1,Buenos Aires,3269,,,DIAGONAL,76,J,,1651,11-47550574,11-47542815,282909
2454,,1,PROCHAP SA,PROCHAP_SA,mfuron@prochap.com.ar,www.prochap.com.ar,Fabricación en industrias básicas de productos de hierro y acero n.c.p. (Incluye la producción de hojalata),,30709790001,,2005-11-09,80,Argentina,1,Buenos Aires,3269,,,DR GABRIEL ARDOINO,364,16,A,1704,11-37501427,11-44602922,241009
2455,,1,BARTOLOME BLENGIO SA,BARTOLOME_BLENGIO_SA,blengio@blengio.com,www.blengio.com,"Fabricación de calzado de cuero, excepto calzado deportivo y ortopédico",,30629663173,,1988-11-17,20,Argentina,1,Ciudad Autónoma de Buenos Aires,3219,,,PARANA,567,3,,1017,11-49189834,11-49189834,152011
2456,,1,INDUSTRIAS VIAURO SA,INDUSTRIAS_VIAURO_SA,compras@viauro.com.ar,www.viauro.com.ar,"Fabricación de partes, piezas y accesorios para vehículos automotores y sus motores n.c.p.",,30580762790,,1979-09-24,34,Argentina,1,Buenos Aires,3269,,,INTENDENTE INGENIERO CARMONA,2280,,,1852,11-42991013,11-42999467,293090
2457,,1,RESCUE SA,RESCUE_SA,Gabrielap@petreasociados.com.ar,www.petreasociados.com.ar,"Fabricación de artículos confeccionados de materiales textiles n.c.p., excepto prendas de vestir",,33709321329,,2005-07-12,23,Argentina,1,Buenos Aires,3269,,,COSQUIN,970,,,1828,11-42851109,0-0,139209
2458,,1,SOLUCIONES VERDES SRL,SOLUCIONES_VERDES_SRL,feriglesiasmobil@gmail.com,,"Fabricación de artículos confeccionados de materiales textiles n.c.p., excepto prendas de vestir",Fabricación de artículos de papel y cartón n.c.p. (No incluye el papel de lija: 239900),30711737908,,2010-10-20,24,Argentina,1,Buenos Aires,3269,,,DR IGNACIO ARIETA,3744,,,1754,0-0,0-0,139209
2459,,1,NARDI Y HERRERO SRL,NARDI_Y_HERRERO_SRL,administracion-contaduria@nardiherrero.com.ar,www.nardiherrero.com.ar,"Fabricación de equipo médico y quirúrgico y de aparatos ortopédicos n.c.p, (Incluye prótesis, aparatos ortopédicos, materiales para fracturas, etc.)","Fabricación de equipo médico y quirúrgico y de aparatos ortopédicos principalmente electrónicos y/o eléctricos (Incluye equipos de laboratorio, esterilizadores, paneles para observación de radiografías, tornos, etc.)",30561801270,,0--,28,Argentina,1,Santa Fe,2189,,,COLON,2899,,,2000,11-49532527,11-49510814,266090
2460,,1,CRYSTALCORD SRL,CRYSTALCORD_SRL,ejavierzarate@hotmail.com,,Fabricación de productos de vidrio n.c.p.,Venta al por mayor de cristales y espejos,30704551777,,1999-07-26,53,Argentina,1,Cordoba,838,LAS PALMAS,,AVENIDA COLON,4631,,,5003,0-4843172,0-0,231090
2461,,1,PRINCE ARGENTINA SA,PRINCE_ARGENTINA_SA,atencion.cliente@pemco-intl.com,www.pemco-intl.com,Fabricación de productos de vidrio n.c.p.,"Fabricación de productos minerales no metálicos n.c.p. (Incluye la fabricación de abrasivos, lijas, membranas asfálticas, etc.)",30631087236,,1989-04-11,49,Argentina,1,Buenos Aires,3269,,,BOUCHARD,3040,,,1824,11-42462728,11-42469313,231090
2462,,1,URUGUAY DISENOS SRL,URUGUAY_DISENOS_SRL,Hqcargentina@gmail.com,,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",,30714039683,,2012-10-03,5,Argentina,1,Ciudad Autónoma de Buenos Aires,3219,,,URUGUAY,281,Y,,1015,0-0,0-0,222090
2463,,1,CORBO HNOS DE CORBO RICARDO RAUL Y CORBO MANUEL OSVALDO SH,CORBO_HNOS_DE_CORBO_RICARDO_RAUL_Y_CORBO_MANUEL_OSVALDO_SH,gerencia@corbohermanos.com.ar,www.corbohermanos.com.ar,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",,30637517437,,1991-05-10,5,Argentina,1,Santa Fe,2189,,,RUTA NACIONAL 19 KM 6,0,,,3016,342-4741833,342-4744181,222090
2464,,1,EDIFRAN SA,EDIFRAN_SA,info@edifran.com.ar,www.edifran.com.ar,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",,30709922552,,2006-06-15,5,Argentina,1,San Luis,143,,,C GARDEL PARQUE IND E MERCAU N,0,,,5881,0-0,0-0,222090
2465,,1,SERRAT SRL,SERRAT_SRL,info@jaimeserrat.com.ar,www.jaimeserrat.com.ar,Fabricación de autopartes de caucho excepto cámaras y cubiertas,Fabricación de productos de caucho n.c.p.,30567448378,,2004-01-02,28,Argentina,1,Santa Fe,2189,,,PAUNERO,3123,,,2000,341-4557610,341-4549187,221901
2466,,1,WINROS S R L,WINROS_S_R_L,Administracion@winros.com.ar,www.winros.com.ar,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",,30714115126,,2013-03-25,6,Argentina,1,Santa Fe,2189,,,GALLO,1055,,,2000,0-0,0-0,222090
2467,,1,BOTTERO SA,BOTTERO_SA,giselabottero@fibertel.com.ar,,Fabricación de productos primarios de metales preciosos y metales no ferrosos n.c.p. y sus semielaborados,,30708317809,,2005-09-29,19,Argentina,1,Buenos Aires,3269,,,POTOSI,1955,,,1678,11-51970374,11-47502521,242090
2468,,1,SOBRES EBENEZER SRL,SOBRES_EBENEZER_SRL,administracion@sobresebenezer.com.ar,www.sobresebenezer.com.ar,Fabricación de artículos de papel y cartón n.c.p. (No incluye el papel de lija: 239900),,30710395817,,2007-09-24,9,Argentina,1,Buenos Aires,3269,,,ESTANISLAO S ZEBALLOS,451,,,1870,0-0,0-0,170990
2469,,1,SUAM SRL,SUAM_SRL,suam@sminter.com.ar,www.sminter.com.ar,Fabricación de artículos de papel y cartón n.c.p. (No incluye el papel de lija: 239900),Servicios relacionados con la impresión,30593038226,,1987-04-03,9,Argentina,1,Ciudad Autónoma de Buenos Aires,3219,,,ARAUJO,1270,,,1440,11-46350120,11-46826658,170990
2470,,1,INDUSTRIA PAPELERA CENTRAL SA,INDUSTRIA_PAPELERA_CENTRAL_SA,marceloperea@induspac.com.ar,www.induspac.com.ar,Fabricación de artículos de papel y cartón n.c.p. (No incluye el papel de lija: 239900),,30709643629,,2006-02-14,9,Argentina,1,Cordoba,838,,,BRAUN MENENDEZ,2558,,,5000,0-0,0-0,170990
2471,,1,MELENZANE SA,MELENZANE_SA,melenzane@melenzane.com.ar,www.melenzane.com.ar,Fabricación de artículos de papel y cartón n.c.p. (No incluye el papel de lija: 239900),Venta al por mayor de muebles e instalaciones para oficinas,30637175706,,1989-12-05,9,Argentina,1,Ciudad Autónoma de Buenos Aires,3219,,,DIRECTORIO AV 5922,0,,,1440,11-46422400,11-46820911,170990
2472,,1,FUNDICION API SA,FUNDICION_API_SA,marisaramseyer@fundicionapi.com.ar,www.fundicionapi.com.ar,Fundición de hierro y acero,,33501377789,,1979-12-31,85,Argentina,1,Santa Fe,2189,,,JUSTO JOSE URQUIZA,2487,,,3555,3482-496150,3482-496699,243100
2473,,1,ALEMARK SA,ALEMARK_SA,info@alemark.com.ar,www.alemark.com.ar,"Fabricación de calzado de materiales n.c.p., excepto calzado deportivo y ortopédico",Fabricación de productos de caucho n.c.p.,30708854197,,2004-04-26,20,Argentina,1,Buenos Aires,3269,,,CORONNEL SAYOS,4230,,,1824,11-42288076,11-42287007,152021
2474,,1,RIELES Y COSAS SA,RIELES_Y_COSAS_SA,cordoba@rielesycosas.com.ar,www.rielesycosas.com.ar,Fabricación de productos textiles n.c.p.,Fabricación de productos elaborados de metal n.c.p.,30710131968,,2006-07-28,50,Argentina,1,Buenos Aires,3269,,,AVENIDA COLON,5420,,,1653,11-49516267,11-49515244,139900
2475,,1,CONCRETE SA,CONCRETE_SA,contacto@pavitec.com.ar,www.pavitec.com.ar,"Industrias manufactureras n.c.p. (Incluye fabricación de paraguas, termos, pelucas, etc.)",Venta al por mayor de artículos para la construcción n.c.p. (No incluye artículos y materiales de demolición: 466990),30710748523,,2008-10-14,35,Argentina,1,Santa Fe,2189,,,AV SAN MARTIN,1866,,,2121,0-0,0-0,329090
2476,,1,LA FAVORITA SA,LA_FAVORITA_SA,info@carroceriafavorita.com.ar,www.carroceriafavorita.com.ar,Fabricación de carrocerías para vehículos automotores fabricación de remolques y semirremolques,"Venta al por menor de partes, piezas y accesorios nuevos n.c.p.",33630481649,,1988-12-14,63,Argentina,1,Ciudad Autónoma de Buenos Aires,3219,,,ALCORTA AMANCIO AV 3828,0,,,1437,11-49114247,11-49114481,292000
2477,,1,FP PAPER BAGS SRL,FP_PAPER_BAGS_SRL,proveedores@paperbags.com.ar,www.paperbags.com.ar,Fabricación de artículos de papel y cartón n.c.p. (No incluye el papel de lija: 239900),Venta al por mayor de papel y productos de papel y cartón excepto envases,30710841116,,2008-12-09,32,Argentina,1,Buenos Aires,3269,,,FONDO DE LA LEGUA,2250,,,1640,0-0,0-0,170990
2478,,1,PAPELERA MAUGER SA,PAPELERA_MAUGER_SA,ariel.norberto@papeleramauger.com.ar,www.papeleramauger.com.ar,Fabricación de artículos de papel y cartón n.c.p. (No incluye el papel de lija: 239900),,30683823577,,1997-10-20,33,Argentina,1,Buenos Aires,3269,,,ALTE SOLIER,2425,,,1872,11-42031844,11-42030345,170990
2479,,1,REDISAN SRL,REDISAN_SRL,info@redisan.com.ar,www.redisan.com.ar,Fundición de hierro y acero,,30708002301,,2002-06-26,24,Argentina,1,Ciudad Autónoma de Buenos Aires,3219,,,MARMOL JOSE,1760,,,1255,2227-431701,0-0,243100
2480,,1,EMDE SA,EMDE_SA,Emdesa@emdesa.com.ar,www.emdesa.com.ar,Fabricación de equipo eléctrico n.c.p.,Servicios empresariales n.c.p.,30694559391,,1997-08-08,17,Argentina,1,Buenos Aires,3269,,,CALLE 99 CUENCA,984,,,1650,11-47559977,11-47558855,279000
2481,,1,METALGRAB SRL,METALGRAB_SRL,fdacal@metalgrab.com.ar,www.metalgrab.com.ar,Fabricación de equipo eléctrico n.c.p.,"Forjado, prensado, estampado y laminado de metales pulvimetalurgia",30553705726,,1976-11-10,17,Argentina,1,Buenos Aires,3269,,,PERIBEBUY,555,,,1752,11-44416114,11-44416113,279000
2482,,1,TABLEPLAST SRL,TABLEPLAST_SRL,ra3@tableplast.com,www.tableplast.com,Fabricación de equipo eléctrico n.c.p.,,30623352346,,1988-03-15,16,Argentina,1,Buenos Aires,3269,,,GRAL VENANCIO FLORES,1088,,,1752,11-46526716,11-46525698,279000
2483,,1,CONTROLNET SA,CONTROLNET_SA,info@controlnet.com.ar,www.controlnet.com.ar,Fabricación de equipo eléctrico n.c.p.,Servicios de consultores en informática y suministros de programas de informática,30710112262,,2007-04-11,17,Argentina,1,Cordoba,838,GENERAL PAZ,,OVIDIO LAGOS,487,1,D,5000,351-4235133,351-4239515,279000
2484,,1,DE SMET SAIC,DE_SMET_SAIC,de-smet@desmet.com.ar,www.desmet.com.ar,Fabricación de maquinaria y equipo de uso especial n.c.p.,,30517054662,,1968-12-02,26,Argentina,1,Ciudad Autónoma de Buenos Aires,3219,,,ALVEAR MARCELO T DE,636,7,12,1058,3476-426969,11-43126111,282909
2485,,1,TECMI INDUSTRIAL SA,TECMI_INDUSTRIAL_SA,info@smipack.com.ar,www.smipack.com.ar,Fabricación de maquinaria y equipo de uso especial n.c.p.,Reparación y mantenimiento de máquinas y equipo n.c.p.,30708053046,,2002-07-04,27,Argentina,1,Buenos Aires,3269,,,PASO DE LA PATRIA,1507,,,1870,11-42289977,11-42288877,282909
2486,,1,MAN SER SRL,MAN_SER_SRL,man-ser@ciudad.com,www.ciudad.com,Fabricación de maquinaria y equipo de uso especial n.c.p.,Fabricación de productos elaborados de metal n.c.p.,30707930418,,2001-04-11,25,Argentina,1,Cordoba,838,SAN PEDRO NOLASCO,,2 DE SETIEMBRE,4724,,,5017,0-0,0-0,282909
2487,,1,QUADRO INDUSTRIAL SRL,QUADRO_INDUSTRIAL_SRL,administracion@quadroindustrial.com.ar,www.quadroindustrial.com.ar,Fabricación de bicicletas y de sillones de ruedas ortopédicos,,30708806044,,2004-05-11,68,Argentina,1,Buenos Aires,3269,,,RIZZUTTI,1253,,,1631,0-0,0-0,309200
2488,,1,FG INGENIERIA SA,FG_INGENIERIA_SA,ana.buonasorte@grupofg.com.ar,www.grupofg.com.ar,Fabricación de maquinaria y equipo de uso especial n.c.p.,Servicios de arquitectura e ingeniería y servicios conexos de asesoramiento técnico n.c.p.,30707632956,,2001-03-22,25,Argentina,1,Buenos Aires,3269,,,ROSALES,8240,,,7600,223-4831001,223-4827506,282909
2489,,1,IVC SA,IVC_SA,info@ivcpremoldeados.com.ar,www.ivcpremoldeados.com.ar,Fabricación de premoldeadas para la construcción,Fabricación de productos elaborados de metal n.c.p.,30712175539,,2011-11-01,30,Argentina,1,Cordoba,838,,,BVARD AVELLANEDA ESQ LIBERTAD,0,,,2661,0-0,0-0,239592
2490,,1,COLOR GRAF SA,COLOR_GRAF_SA,colorgraf@color-graf.com,www.color-graf.com,"Impresión n.c.p., excepto de diarios y revistas",,30644591960,,1991-07-03,52,Argentina,1,Ciudad Autónoma de Buenos Aires,3219,,,GONZALEZ JOAQUIN,1051,,,1407,11-46725206,11-46715941,181109
2491,,1,ISHI SA,ISHI_SA,Compras@ishi.com.ar,www.ishi.com.ar,Elaboración de aluminio primario y semielaborados de aluminio,Fabricación de productos primarios de metales preciosos y metales no ferrosos n.c.p. y sus semielaborados,30707020985,,1999-07-22,3,Argentina,1,Buenos Aires,3269,,,CORONEL DIAZ,668,,,1870,11-42018124,0-4201812,242010
2492,,1,KREKER SRL,KREKER_SRL,dana@kreker.com,www.kreker.com,Fabricación de juegos y juguetes,"Venta al por menor de juguetes, artículos de cotillón y juegos de mesa",33683772459,,1995-12-20,8,Argentina,1,Buenos Aires,3269,,,LAS FLORES,874,,,1875,11-43534887,11-42070038,324000
2493,,1,REPICKY SA,REPICKY_SA,acolaberardino@repicky.com.ar,www.repicky.com.ar,"Fabricación de maquinaria y equipo de uso general n.c.p. (Incluye la fabricación de equipos de aire acondicionado, matafuegos, etc.)",,30520991537,,1969-11-21,98,Argentina,1,Buenos Aires,3269,,,CALLE 162,0,,,1876,11-42523229,11-42599447,281900
2494,,1,WHEELPAM SA,WHEELPAM_SA,administracion@wheelpamsa.com,www.wheelpamsa.com,Recauchutado y renovación de cubiertas,,30694178320,,1998-03-30,12,Argentina,1,Buenos Aires,3269,,,JOSE M FREYRE,532,,,1870,11-42183366,11-42183322,221120
2495,,1,EUROTUBO SRL,EUROTUBO_SRL,info@eurotubo.com.ar,www.eurotubo.com.ar,"Fabricación de muebles y partes de muebles, excepto los que son principalmente de madera (metal, plástico, etc.)",Fabricación de productos elaborados de metal n.c.p.,33707578209,,2001-04-24,9,Argentina,1,Buenos Aires,3269,,,JUAN ZANELLA,4566,,,1678,11-47502738,11-47161144,310020
2496,,1,PLASTICOS ALE SRL,PLASTICOS_ALE_SRL,plasticosale@yahoo.com.ar,,Fabricación de envases plásticos,,30703443059,,1998-10-19,5,Argentina,1,Buenos Aires,3269,,,M MORENO,3754,,,1752,11-44530388,11-37509222,222010
2497,,1,DIGE SRL,DIGE_SRL,Roberto@consultores.cc,www.consultores.cc,"Fabricación de muebles y partes de muebles, principalmente de madera",,30708351004,,2003-01-27,77,Argentina,1,Buenos Aires,3269,,,PRESIDENTE PERON,1554,,,1706,230-4435302,230-4435300,310010
2498,,1,INGENIERIA AMBIENTAL SA,INGENIERIA_AMBIENTAL_SA,iasa@infovia.com.ar,,Fabricación de productos de la refinación del petróleo,Servicio de transporte por camión cisterna,30702891929,,1999-11-02,42,Argentina,1,Buenos Aires,3269,,,AV MONTEVERDE,2500,,,1881,11-42132003,11-42132004,192000
2499,,1,AKITO TEXTIL SA,AKITO_TEXTIL_SA,akito@arnet.com.ar,,"Fabricación de frazadas, mantas, ponchos, colchas, cobertores, etc.",,30587755277,,1978-05-30,6,Argentina,1,La Rioja,1579,PARQUE INDUSTRIAL,,BENJAMIN MATIENZO,2081,,,5300,11-47551588,0-0,139201
2500,,1,BERASA SA,BERASA_SA,idemcprado@rcc.com.ar,,"Fabricación de productos de madera n.c.p. fabricación de artículos de paja y materiales trenzables (Incluye enmarcado de cuadros, carpintería cuando no explicita especialidad)","Venta al por mayor de productos de madera excepto muebles (Incluye placas, varillas, parqué, machimbre, etc.)",30625060091,,1988-04-13,28,Argentina,1,Buenos Aires,3269,,,GOBERNADOR UDAONDO,1591,Y,,1643,11-45130783,11-45130782,162909
2501,,1,AEROJET SACIFI,AEROJET_SACIFI,aerojet@cc.interman.com.ar,www.cc.interman.com.ar,"Industrias manufactureras n.c.p. (Incluye fabricación de paraguas, termos, pelucas, etc.)",,30516694986,,1968-08-19,95,Argentina,1,Ciudad Autónoma de Buenos Aires,3219,,,CERRITO,1070,4,,1010,11-48133233,11-48136775,329090
2502,,1,SIMES SA,SIMES_SA,info@simes-sa.com.ar,www.simes-sa.com.ar,"Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco",,30522167475,,1980-10-07,26,Argentina,1,Santa Fe,2189,,,AV FACUNDO ZUVIRIA,7259,,,3000,342-4000156,342-4841008,282500
2503,,1,MUSTAD ARGENTINA SA,MUSTAD_ARGENTINA_SA,giagnorio@mustad.com.ar,www.mustad.com.ar,Fabricación de productos elaborados de metal n.c.p.,"Fabricación de productos químicos n.c.p. (Incluye la producción de aceites esenciales, tintas excepto para imprenta, etc.)",30528109949,,1960-02-18,61,Argentina,1,Buenos Aires,3269,,,MEXICO,2056,,,1640,11-48363742,11-48363730,259999
2504,,1,ACOPLADOS BELEN SA,ACOPLADOS_BELEN_SA,info@acopladosbelen.com.ar,www.acopladosbelen.com.ar,Fabricación de maquinaria y equipo de uso agropecuario y forestal,Fabricación de implementos de uso agropecuario,30709477060,,2005-12-07,18,Argentina,1,Santa Fe,2189,,,AREA INDUSTRIAL LOTE 25 B,0,,,2508,0-0,0-0,282120
